,booth,electorate,party,candidate,votes
7254,Griffith,Yerrabi,Labour DLP,"STRANG, Bernie",0
7255,Griffith,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",0
7256,Griffith,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",0
7257,Griffith,Yerrabi,The ACT Greens,"BRADDOCK, Andrew",2
7258,Griffith,Yerrabi,The ACT Greens,"HAQUE, Mainul",0
7259,Griffith,Yerrabi,Ungrouped,"CROSS, Helen",0
7260,Griffith,Yerrabi,Ungrouped,"LI, Fuxin",0
7261,Lyneham,Brindabella,ACT Labor,"BURCH, Joy",0
7262,Lyneham,Brindabella,ACT Labor,"DAY, Cathy",0
7263,Lyneham,Brindabella,ACT Labor,"FORDE, Brendan",0
7264,Lyneham,Brindabella,ACT Labor,"GENTLEMAN, Mick",0
7265,Lyneham,Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",0
7266,Lyneham,Brindabella,Animal Justice Party,"FAHIZ, Jannah",0
7267,Lyneham,Brindabella,Animal Justice Party,"SOXSMITH, Robyn",0
7268,Lyneham,Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",0
7269,Lyneham,Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",0
7270,Lyneham,Brindabella,Canberra Liberals,"DANIELS, James",0
7271,Lyneham,Brindabella,Canberra Liberals,"HIATT, Jane",0
7272,Lyneham,Brindabella,Canberra Liberals,"LAWDER, Nicole",0
7273,Lyneham,Brindabella,Canberra Liberals,"PARTON, Mark",0
7274,Lyneham,Brindabella,Canberra Liberals,"WALL, Andrew",0
7275,Lyneham,Brindabella,Liberal Democrats,"GOWOR, Jacob",0
7276,Lyneham,Brindabella,Liberal Democrats,"KNIGHT, Matthew",0
7277,Lyneham,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",0
7278,Lyneham,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",0
7279,Lyneham,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",0
7280,Lyneham,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",0
7281,Lyneham,Brindabella,The ACT Greens,"DAVIS, Johnathan",0
7282,Lyneham,Brindabella,The ACT Greens,"ELLERMAN, Sue",0
7283,Lyneham,Brindabella,The ACT Greens,"NUTTALL, Laura",0
7284,Lyneham,Ginninderra,ACT Labor,"BERRY, Yvette",5
7285,Lyneham,Ginninderra,ACT Labor,"CHEYNE, Tara",0
7286,Lyneham,Ginninderra,ACT Labor,"DUCKER, Sue",1
7287,Lyneham,Ginninderra,ACT Labor,"LLOYD, Greg",3
7288,Lyneham,Ginninderra,ACT Labor,"RAMSAY, Gordon",1
7289,Lyneham,Ginninderra,Animal Justice Party,"DREW, Carolyne",1
7290,Lyneham,Ginninderra,Animal Justice Party,"DREW, Lara",1
7291,Lyneham,Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
7292,Lyneham,Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",1
7293,Lyneham,Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",0
7294,Lyneham,Ginninderra,Belco Party,"DUBEY, Vijay",0
7295,Lyneham,Ginninderra,Belco Party,"HENRY, Chic",1
7296,Lyneham,Ginninderra,Belco Party,"LOUNT, Angela",0
7297,Lyneham,Ginninderra,Belco Party,"STEFANIAK, Bill",0
7298,Lyneham,Ginninderra,Belco Party,"TUTT, Alan",0
7299,Lyneham,Ginninderra,Canberra Liberals,"CAIN, Peter",3
7300,Lyneham,Ginninderra,Canberra Liberals,"GUNNING, Robert",0
7301,Lyneham,Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",3
7302,Lyneham,Ginninderra,Canberra Liberals,"LAM, Kacey",1
7303,Lyneham,Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",1
7304,Lyneham,Ginninderra,Labour DLP,"McCLURE, Helen",0
7305,Lyneham,Ginninderra,Labour DLP,"McCLURE, Ian",0
7306,Lyneham,Ginninderra,Liberal Democrats,"DE LUCA, Dominic",1
7307,Lyneham,Ginninderra,Liberal Democrats,"JAKEMAN, Guy",0
7308,Lyneham,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",1
7309,Lyneham,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",1
7310,Lyneham,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",2
7311,Lyneham,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",2
7312,Lyneham,Ginninderra,The ACT Greens,"CLAY, Jo",3
7313,Lyneham,Ginninderra,The ACT Greens,"LIERSCH, Tim",6
7314,Lyneham,Ginninderra,The ACT Greens,"MILLNER, Katt",5
7315,Lyneham,Ginninderra,Ungrouped,"CULLEN, Mignonne",0
7316,Lyneham,Kurrajong,ACT Labor,"ANDERSON, Judy",45
7317,Lyneham,Kurrajong,ACT Labor,"BARR, Andrew",259
7318,Lyneham,Kurrajong,ACT Labor,"INGRAM, Jacob",46
7319,Lyneham,Kurrajong,ACT Labor,"NORTHAM, Maddy",78
7320,Lyneham,Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",70
7321,Lyneham,Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",11
7322,Lyneham,Kurrajong,Animal Justice Party,"SMITH, Julie",17
7323,Lyneham,Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",3
7324,Lyneham,Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",4
7325,Lyneham,Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",4
7326,Lyneham,Kurrajong,Canberra Liberals,"BURCH, Candice",48
7327,Lyneham,Kurrajong,Canberra Liberals,"GUMBER, Rattesh",18
7328,Lyneham,Kurrajong,Canberra Liberals,"JOHNSON, Robert",27
7329,Lyneham,Kurrajong,Canberra Liberals,"LEE, Elizabeth",77
7330,Lyneham,Kurrajong,Canberra Liberals,"PENTONY, Patrick",21
7331,Lyneham,Kurrajong,Canberra Progressives,"BOHM, Tim",36
7332,Lyneham,Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",8
7333,Lyneham,Kurrajong,Canberra Progressives,"FAULKNER, Therese",27
7334,Lyneham,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",2
7335,Lyneham,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",12
7336,Lyneham,Kurrajong,The ACT Greens,"BOISEN, Adriana",39
7337,Lyneham,Kurrajong,The ACT Greens,"BREWER, Michael",23
7338,Lyneham,Kurrajong,The ACT Greens,"RATTENBURY, Shane",231
7339,Lyneham,Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",101
7340,Lyneham,Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",2
7341,Lyneham,Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",1
7342,Lyneham,Kurrajong,Ungrouped,"DAMIANO, Marilena",4
7343,Lyneham,Kurrajong,Ungrouped,"PAINE, Bruce",15
7344,Lyneham,Murrumbidgee,ACT Labor,"CODY, Bec",3
7345,Lyneham,Murrumbidgee,ACT Labor,"DOBSON, Tim",0
7346,Lyneham,Murrumbidgee,ACT Labor,"LONG, Brendan",2
7347,Lyneham,Murrumbidgee,ACT Labor,"PATERSON, Marisa",4
7348,Lyneham,Murrumbidgee,ACT Labor,"STEEL, Chris",2
7349,Lyneham,Murrumbidgee,Animal Justice Party,"del VALLE, Yana",3
7350,Lyneham,Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",1
7351,Lyneham,Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",0
7352,Lyneham,Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",0
7353,Lyneham,Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",0
7354,Lyneham,Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",0
7355,Lyneham,Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",0
7356,Lyneham,Murrumbidgee,Canberra Liberals,"COCKS, Ed",0
7357,Lyneham,Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",2
7358,Lyneham,Murrumbidgee,Canberra Liberals,"JONES, Giulia",1
7359,Lyneham,Murrumbidgee,Canberra Liberals,"SINGH, Amardeep",2
7360,Lyneham,Murrumbidgee,Canberra Liberals,"SUINE, Sarah",0
7361,Lyneham,Murrumbidgee,Canberra Progressives,"KNIGHT, Robert",0
7362,Lyneham,Murrumbidgee,Canberra Progressives,"LIN, Stephen",0
7363,Lyneham,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","GILMAYER, Mark",0
7364,Lyneham,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","YEATMAN, Gordon",1
7365,Lyneham,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"BUCKMASTER, Geoff",0
7366,Lyneham,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"MAIL, Jill",0
7367,Lyneham,Murrumbidgee,The ACT Greens,"BAKER, Terry",2
7368,Lyneham,Murrumbidgee,The ACT Greens,"DAVIDSON, Emma",3
7369,Lyneham,Murrumbidgee,The ACT Greens,"GORENG GORENG, Tjanara",1
7370,Lyneham,Murrumbidgee,Ungrouped,"CARRICK, Fiona",1
7371,Lyneham,Murrumbidgee,Ungrouped,"PERREN-LEVERIDGE, Lee",0
7372,Lyneham,Murrumbidgee,Ungrouped,"WHYTE, Brendan",0
7373,Lyneham,Yerrabi,ACT Labor,"FISCHER, Tom",1
7374,Lyneham,Yerrabi,ACT Labor,"GUPTA, Deepak-Raj",0
7375,Lyneham,Yerrabi,ACT Labor,"ORR, Suzanne",4
7376,Lyneham,Yerrabi,ACT Labor,"PETTERSSON, Michael",5
7377,Lyneham,Yerrabi,ACT Labor,"PHILLIPS, Georgia",0
7378,Lyneham,Yerrabi,Animal Justice Party,"BRENNAN, Bernie",1
7379,Lyneham,Yerrabi,Animal Justice Party,"HORNE, Francine",0
7380,Lyneham,Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",0
7381,Lyneham,Yerrabi,Canberra Liberals,"CASTLEY, Leanne",4
7382,Lyneham,Yerrabi,Canberra Liberals,"COE, Alistair",5
7383,Lyneham,Yerrabi,Canberra Liberals,"MILLIGAN, James",0
7384,Lyneham,Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",1
7385,Lyneham,Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",0
7386,Lyneham,Yerrabi,Canberra Progressives,"STELZIG, Mike",0
7387,Lyneham,Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",3
7388,Lyneham,Yerrabi,David Pollard Independent,"POLLARD, David",1
7389,Lyneham,Yerrabi,David Pollard Independent,"POLLARD, Stephanie",0
7390,Lyneham,Yerrabi,Labour DLP,"HELMORE, Olivia",0
7391,Lyneham,Yerrabi,Labour DLP,"STRANG, Bernie",0
7392,Lyneham,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",0
7393,Lyneham,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",0
7394,Lyneham,Yerrabi,The ACT Greens,"BRADDOCK, Andrew",6
7395,Lyneham,Yerrabi,The ACT Greens,"HAQUE, Mainul",1
7396,Lyneham,Yerrabi,Ungrouped,"CROSS, Helen",1
7397,Lyneham,Yerrabi,Ungrouped,"LI, Fuxin",0
7398,Manuka,Brindabella,ACT Labor,"BURCH, Joy",3
7399,Manuka,Brindabella,ACT Labor,"DAY, Cathy",1
7400,Manuka,Brindabella,ACT Labor,"FORDE, Brendan",1
7401,Manuka,Brindabella,ACT Labor,"GENTLEMAN, Mick",7
7402,Manuka,Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",1
7403,Manuka,Brindabella,Animal Justice Party,"FAHIZ, Jannah",2
7404,Manuka,Brindabella,Animal Justice Party,"SOXSMITH, Robyn",0
7405,Manuka,Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",0
7406,Manuka,Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",0
7407,Manuka,Brindabella,Canberra Liberals,"DANIELS, James",1
7408,Manuka,Brindabella,Canberra Liberals,"HIATT, Jane",4
7409,Manuka,Brindabella,Canberra Liberals,"LAWDER, Nicole",4
7410,Manuka,Brindabella,Canberra Liberals,"PARTON, Mark",3
7411,Manuka,Brindabella,Canberra Liberals,"WALL, Andrew",0
7412,Manuka,Brindabella,Liberal Democrats,"GOWOR, Jacob",0
7413,Manuka,Brindabella,Liberal Democrats,"KNIGHT, Matthew",0
7414,Manuka,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",2
7415,Manuka,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",1
7416,Manuka,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",0
7417,Manuka,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",0
7418,Manuka,Brindabella,The ACT Greens,"DAVIS, Johnathan",1
7419,Manuka,Brindabella,The ACT Greens,"ELLERMAN, Sue",4
7420,Manuka,Brindabella,The ACT Greens,"NUTTALL, Laura",3
7421,Manuka,Ginninderra,ACT Labor,"BERRY, Yvette",2
7422,Manuka,Ginninderra,ACT Labor,"CHEYNE, Tara",2
7423,Manuka,Ginninderra,ACT Labor,"DUCKER, Sue",2
7424,Manuka,Ginninderra,ACT Labor,"LLOYD, Greg",1
7425,Manuka,Ginninderra,ACT Labor,"RAMSAY, Gordon",2
7426,Manuka,Ginninderra,Animal Justice Party,"DREW, Carolyne",0
7427,Manuka,Ginninderra,Animal Justice Party,"DREW, Lara",0
7428,Manuka,Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
7429,Manuka,Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",0
7430,Manuka,Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",0
7431,Manuka,Ginninderra,Belco Party,"DUBEY, Vijay",0
7432,Manuka,Ginninderra,Belco Party,"HENRY, Chic",1
7433,Manuka,Ginninderra,Belco Party,"LOUNT, Angela",0
7434,Manuka,Ginninderra,Belco Party,"STEFANIAK, Bill",0
7435,Manuka,Ginninderra,Belco Party,"TUTT, Alan",0
7436,Manuka,Ginninderra,Canberra Liberals,"CAIN, Peter",2
7437,Manuka,Ginninderra,Canberra Liberals,"GUNNING, Robert",4
7438,Manuka,Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",3
7439,Manuka,Ginninderra,Canberra Liberals,"LAM, Kacey",1
7440,Manuka,Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",1
7441,Manuka,Ginninderra,Labour DLP,"McCLURE, Helen",0
7442,Manuka,Ginninderra,Labour DLP,"McCLURE, Ian",0
7443,Manuka,Ginninderra,Liberal Democrats,"DE LUCA, Dominic",0
7444,Manuka,Ginninderra,Liberal Democrats,"JAKEMAN, Guy",1
7445,Manuka,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",1
7446,Manuka,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",1
7447,Manuka,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",1
7448,Manuka,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",0
7449,Manuka,Ginninderra,The ACT Greens,"CLAY, Jo",2
7450,Manuka,Ginninderra,The ACT Greens,"LIERSCH, Tim",0
7451,Manuka,Ginninderra,The ACT Greens,"MILLNER, Katt",2
7452,Manuka,Ginninderra,Ungrouped,"CULLEN, Mignonne",1
7453,Manuka,Kurrajong,ACT Labor,"ANDERSON, Judy",24
7454,Manuka,Kurrajong,ACT Labor,"BARR, Andrew",226
7455,Manuka,Kurrajong,ACT Labor,"INGRAM, Jacob",42
7456,Manuka,Kurrajong,ACT Labor,"NORTHAM, Maddy",40
7457,Manuka,Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",49
7458,Manuka,Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",9
7459,Manuka,Kurrajong,Animal Justice Party,"SMITH, Julie",7
7460,Manuka,Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",4
7461,Manuka,Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",12
7462,Manuka,Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",5
7463,Manuka,Kurrajong,Canberra Liberals,"BURCH, Candice",124
7464,Manuka,Kurrajong,Canberra Liberals,"GUMBER, Rattesh",17
7465,Manuka,Kurrajong,Canberra Liberals,"JOHNSON, Robert",19
7466,Manuka,Kurrajong,Canberra Liberals,"LEE, Elizabeth",103
7467,Manuka,Kurrajong,Canberra Liberals,"PENTONY, Patrick",62
7468,Manuka,Kurrajong,Canberra Progressives,"BOHM, Tim",19
7469,Manuka,Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",7
7470,Manuka,Kurrajong,Canberra Progressives,"FAULKNER, Therese",15
7471,Manuka,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",10
7472,Manuka,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",7
7473,Manuka,Kurrajong,The ACT Greens,"BOISEN, Adriana",26
7474,Manuka,Kurrajong,The ACT Greens,"BREWER, Michael",29
7475,Manuka,Kurrajong,The ACT Greens,"RATTENBURY, Shane",105
7476,Manuka,Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",47
7477,Manuka,Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",3
7478,Manuka,Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",0
7479,Manuka,Kurrajong,Ungrouped,"DAMIANO, Marilena",5
7480,Manuka,Kurrajong,Ungrouped,"PAINE, Bruce",21
7481,Manuka,Murrumbidgee,ACT Labor,"CODY, Bec",7
7482,Manuka,Murrumbidgee,ACT Labor,"DOBSON, Tim",7
7483,Manuka,Murrumbidgee,ACT Labor,"LONG, Brendan",4
7484,Manuka,Murrumbidgee,ACT Labor,"PATERSON, Marisa",12
7485,Manuka,Murrumbidgee,ACT Labor,"STEEL, Chris",21
7486,Manuka,Murrumbidgee,Animal Justice Party,"del VALLE, Yana",2
7487,Manuka,Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",2
7488,Manuka,Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",1
7489,Manuka,Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",0
7490,Manuka,Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",1
7491,Manuka,Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",0
7492,Manuka,Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",0
7493,Manuka,Murrumbidgee,Canberra Liberals,"COCKS, Ed",8
7494,Manuka,Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",16
7495,Manuka,Murrumbidgee,Canberra Liberals,"JONES, Giulia",12
7496,Manuka,Murrumbidgee,Canberra Liberals,"SINGH, Amardeep",7
7497,Manuka,Murrumbidgee,Canberra Liberals,"SUINE, Sarah",5
7498,Manuka,Murrumbidgee,Canberra Progressives,"KNIGHT, Robert",1
7499,Manuka,Murrumbidgee,Canberra Progressives,"LIN, Stephen",1
7500,Manuka,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","GILMAYER, Mark",0
7501,Manuka,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","YEATMAN, Gordon",1
7502,Manuka,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"BUCKMASTER, Geoff",1
7503,Manuka,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"MAIL, Jill",1
7504,Manuka,Murrumbidgee,The ACT Greens,"BAKER, Terry",1
7505,Manuka,Murrumbidgee,The ACT Greens,"DAVIDSON, Emma",4
7506,Manuka,Murrumbidgee,The ACT Greens,"GORENG GORENG, Tjanara",3
7507,Manuka,Murrumbidgee,Ungrouped,"CARRICK, Fiona",3
7508,Manuka,Murrumbidgee,Ungrouped,"PERREN-LEVERIDGE, Lee",1
7509,Manuka,Murrumbidgee,Ungrouped,"WHYTE, Brendan",1
7510,Manuka,Yerrabi,ACT Labor,"FISCHER, Tom",2
7511,Manuka,Yerrabi,ACT Labor,"GUPTA, Deepak-Raj",0
7512,Manuka,Yerrabi,ACT Labor,"ORR, Suzanne",4
7513,Manuka,Yerrabi,ACT Labor,"PETTERSSON, Michael",2
7514,Manuka,Yerrabi,ACT Labor,"PHILLIPS, Georgia",1
7515,Manuka,Yerrabi,Animal Justice Party,"BRENNAN, Bernie",1
7516,Manuka,Yerrabi,Animal Justice Party,"HORNE, Francine",0
7517,Manuka,Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",0
7518,Manuka,Yerrabi,Canberra Liberals,"CASTLEY, Leanne",2
7519,Manuka,Yerrabi,Canberra Liberals,"COE, Alistair",3
7520,Manuka,Yerrabi,Canberra Liberals,"MILLIGAN, James",3
7521,Manuka,Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",1
7522,Manuka,Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",0
7523,Manuka,Yerrabi,Canberra Progressives,"STELZIG, Mike",0
7524,Manuka,Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",1
7525,Manuka,Yerrabi,David Pollard Independent,"POLLARD, David",1
7526,Manuka,Yerrabi,David Pollard Independent,"POLLARD, Stephanie",0
7527,Manuka,Yerrabi,Labour DLP,"HELMORE, Olivia",0
7528,Manuka,Yerrabi,Labour DLP,"STRANG, Bernie",3
7529,Manuka,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",0
7530,Manuka,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",0
7531,Manuka,Yerrabi,The ACT Greens,"BRADDOCK, Andrew",5
7532,Manuka,Yerrabi,The ACT Greens,"HAQUE, Mainul",2
7533,Manuka,Yerrabi,Ungrouped,"CROSS, Helen",0
7534,Manuka,Yerrabi,Ungrouped,"LI, Fuxin",0
7535,Manuka (Early voting),Brindabella,ACT Labor,"BURCH, Joy",48
7536,Manuka (Early voting),Brindabella,ACT Labor,"DAY, Cathy",22
7537,Manuka (Early voting),Brindabella,ACT Labor,"FORDE, Brendan",18
7538,Manuka (Early voting),Brindabella,ACT Labor,"GENTLEMAN, Mick",53
7539,Manuka (Early voting),Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",52
7540,Manuka (Early voting),Brindabella,Animal Justice Party,"FAHIZ, Jannah",6
7541,Manuka (Early voting),Brindabella,Animal Justice Party,"SOXSMITH, Robyn",3
7542,Manuka (Early voting),Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",2
7543,Manuka (Early voting),Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",1
7544,Manuka (Early voting),Brindabella,Canberra Liberals,"DANIELS, James",20
7545,Manuka (Early voting),Brindabella,Canberra Liberals,"HIATT, Jane",25
7546,Manuka (Early voting),Brindabella,Canberra Liberals,"LAWDER, Nicole",41
7547,Manuka (Early voting),Brindabella,Canberra Liberals,"PARTON, Mark",48
7548,Manuka (Early voting),Brindabella,Canberra Liberals,"WALL, Andrew",33
7549,Manuka (Early voting),Brindabella,Liberal Democrats,"GOWOR, Jacob",3
7550,Manuka (Early voting),Brindabella,Liberal Democrats,"KNIGHT, Matthew",3
7551,Manuka (Early voting),Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",8
7552,Manuka (Early voting),Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",9
7553,Manuka (Early voting),Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",10
7554,Manuka (Early voting),Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",7
7555,Manuka (Early voting),Brindabella,The ACT Greens,"DAVIS, Johnathan",34
7556,Manuka (Early voting),Brindabella,The ACT Greens,"ELLERMAN, Sue",12
7557,Manuka (Early voting),Brindabella,The ACT Greens,"NUTTALL, Laura",13
7558,Manuka (Early voting),Ginninderra,ACT Labor,"BERRY, Yvette",77
7559,Manuka (Early voting),Ginninderra,ACT Labor,"CHEYNE, Tara",50
7560,Manuka (Early voting),Ginninderra,ACT Labor,"DUCKER, Sue",11
7561,Manuka (Early voting),Ginninderra,ACT Labor,"LLOYD, Greg",7
7562,Manuka (Early voting),Ginninderra,ACT Labor,"RAMSAY, Gordon",42
7563,Manuka (Early voting),Ginninderra,Animal Justice Party,"DREW, Carolyne",1
7564,Manuka (Early voting),Ginninderra,Animal Justice Party,"DREW, Lara",3
7565,Manuka (Early voting),Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
7566,Manuka (Early voting),Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",0
7567,Manuka (Early voting),Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",1
7568,Manuka (Early voting),Ginninderra,Belco Party,"DUBEY, Vijay",2
7569,Manuka (Early voting),Ginninderra,Belco Party,"HENRY, Chic",8
7570,Manuka (Early voting),Ginninderra,Belco Party,"LOUNT, Angela",4
7571,Manuka (Early voting),Ginninderra,Belco Party,"STEFANIAK, Bill",7
7572,Manuka (Early voting),Ginninderra,Belco Party,"TUTT, Alan",9
7573,Manuka (Early voting),Ginninderra,Canberra Liberals,"CAIN, Peter",29
7574,Manuka (Early voting),Ginninderra,Canberra Liberals,"GUNNING, Robert",30
7575,Manuka (Early voting),Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",49
7576,Manuka (Early voting),Ginninderra,Canberra Liberals,"LAM, Kacey",25
7577,Manuka (Early voting),Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",16
7578,Manuka (Early voting),Ginninderra,Labour DLP,"McCLURE, Helen",4
7579,Manuka (Early voting),Ginninderra,Labour DLP,"McCLURE, Ian",4
7580,Manuka (Early voting),Ginninderra,Liberal Democrats,"DE LUCA, Dominic",1
7581,Manuka (Early voting),Ginninderra,Liberal Democrats,"JAKEMAN, Guy",1
7582,Manuka (Early voting),Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",7
7583,Manuka (Early voting),Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",9
7584,Manuka (Early voting),Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",6
7585,Manuka (Early voting),Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",9
7586,Manuka (Early voting),Ginninderra,The ACT Greens,"CLAY, Jo",29
7587,Manuka (Early voting),Ginninderra,The ACT Greens,"LIERSCH, Tim",10
7588,Manuka (Early voting),Ginninderra,The ACT Greens,"MILLNER, Katt",29
7589,Manuka (Early voting),Ginninderra,Ungrouped,"CULLEN, Mignonne",4
7590,Manuka (Early voting),Kurrajong,ACT Labor,"ANDERSON, Judy",296
7591,Manuka (Early voting),Kurrajong,ACT Labor,"BARR, Andrew",1935
